1	2240	7855	783
1	823	863	476
1	349	500	350
1	308	10687	344
1	289	458	342
2	710	1830	887
2	593	1007	746
2	492	761	630
2	491	644	485
2	534	740	500
3	1255	2053	1589
3	1933	1947	1357
3	985	1646	1253
3	1129	1244	958
3	1129	1301	963
4	1566	2101	1923
4	1452	1958	2022
4	1389	19028	1894
4	1572	2282	1755
4	1445	2358	1641
5	1560	2766	2137
5	1823	2763	2328
5	1713	2594	2582
5	1886	2610	2782
5	2335	3035	2818
6	2226	3006	2662
6	8647	3082	2917
6	2700	3129	2777
6	2407	3322	3626
6	2244	3311	2992
7	2501	3121	3662
7	2730	3604	3147
7	10256	3839	3097
7	2670	4742	4058
7	2110	3672	3317
8	2974	4002	4263
8	3023	4095	4507
8	9449	4931	4789
8	2885	3787	3968
8	2342	3549	3868
9	3053	4912	4869
9	3178	4945	5096
9	9710	4963	7410
9	3479	4818	5547
9	3652	4452	5277
10	4417	7394	6185
10	3588	9231	4093
10	2089	3776	4105
10	1959	3728	4111
10	2039	3738	3950
11	2117	4211	4892
11	6024	3950	4762
11	2365	4151	4835
11	2247	3941	4455
11	5924	4167	5174
12	2403	4334	5315
12	2376	4202	4943
12	2466	4112	5027
12	5884	4471	5929
12	2457	4842	5628
13	2761	4805	5792
13	6896	4573	5278
13	2655	4553	5654
13	2707	5083	5747
13	6923	4924	5721
14	2820	5766	6501
14	2801	5387	6443
14	6438	5759	7073
14	2892	4999	6664
14	2900	5197	6532
15	6649	5694	6561
15	2937	5397	6999
15	3033	5509	6664
15	6770	5376	7338
15	2914	5295	7256
16	3142	5852	7745
16	10530	5922	7272
16	3073	5736	7790
16	10042	6016	8417
16	3162	5344	6953
17	3230	5968	8037
17	6797	6318	8004
17	3448	6325	8491
17	7008	6299	8120
17	3292	6141	7775
18	3495	6251	8846
18	7089	6444	9084
18	3437	6261	8600
18	6972	6599	9163
18	3430	6348	8784
19	7110	6883	9287
19	3845	7340	10347
19	7144	7221	10130
19	3631	6865	10149
19	3631	6968	9569
20	7336	7375	10812
20	3728	6927	9559
20	7520	8012	11026
20	4040	7434	11025
20	7322	7164	10462
21	3974	8092	11402
21	25199	8716	11055
21	3991	7642	10838
21	7986	8088	11115
21	4071	7784	11109
22	7779	8088	11796
22	4200	8579	12745
22	7725	8266	11895
22	4150	8273	11546
22	10809	8106	11285
23	7854	8492	11885
23	4361	8358	12325
23	8111	8162	11473
23	4281	8548	12175
23	8001	8100	11479
24	4714	8850	13057
24	14620	9275	13506
24	4466	8677	13517
24	8056	9138	13457
24	8118	9405	13719
25	4745	9765	14469
25	8091	9124	13387
25	4625	8981	13382
25	8224	9650	14167
25	8869	9162	13632
26	4817	10042	15774
26	8523	9349	14416
26	4892	9119	13925
26	8380	9922	14949
26	8316	9047	13709
27	5132	11009	16721
27	9329	9933	15371
27	8683	10375	15668
27	4959	10242	16509
27	11627	10384	15718
28	8941	10870	16021
28	5319	10713	16162
28	8767	10724	15974
28	8709	10927	16409
28	5255	11200	16777
29	8977	11044	17297
29	8956	11172	17547
29	5694	11275	17538
29	11748	16128	24073
29	17095	16185	17868
30	5807	12012	18484
30	14324	17212	27570
30	17103	12378	18173
30	5744	11823	29662
30	17616	16447	20872
31	17824	15985	22021
31	16497	16351	22779
31	12746	16576	22733
31	17814	16897	22676
31	17004	16074	21755
32	20514	16652	23058
32	12945	17403	25759
32	18341	18623	25733
32	17699	19318	26149
32	17073	17727	24944
33	13871	19652	27317
33	18288	19342	26713
33	18368	18063	27325
33	17791	18003	25221
33	24762	18700	23029
34	14699	19330	27338
34	19596	19414	26371
34	19422	19219	27584
34	19089	19541	26953
34	19237	18875	28026
35	14619	20492	28387
35	20492	19698	27428
35	19502	20469	28749
35	18626	20124	29394
35	24017	19909	27923
36	19326	19935	30306
36	26484	25269	29281
36	15513	20918	29728
36	19971	18915	28953
36	27188	20734	30298
37	19886	21160	31371
37	20975	20745	29758
37	19875	20943	29805
37	21084	21267	31309
37	15412	19814	29758
38	20927	21569	32592
38	20349	22138	32006
38	21092	22414	33070
38	20817	23024	34280
38	20037	22615	32220
39	21382	23104	33279
39	25785	21807	33985
39	20930	22844	34494
39	20466	23167	33196
39	21108	22225	33415
40	21738	23440	33806
40	16776	23840	33440
40	22122	23640	33919
40	22770	22742	35582
40	21192	22917	34664
41	21914	24258	36480
41	21503	23945	34279
41	30404	22805	34702
41	20358	23587	34592
41	21937	23516	34152
42	21853	24834	36342
42	21278	23378	38512
42	27754	24794	38247
42	38392	19477	30843
42	18975	20405	30930
43	18152	21909	33468
43	18404	19353	28094
43	18515	20041	30203
43	18280	21292	31664
43	18337	20230	30192
44	19028	20725	33623
44	18661	21101	32031
44	18371	20568	31690
44	18459	20941	32292
44	19269	21201	32487
45	19085	21110	40591
45	25471	20104	33431
45	19189	20793	31522
45	18867	21723	33468
45	18865	21366	32674
46	18736	21003	33168
46	19946	22708	33959
46	19709	21845	33719
46	18609	21607	34709
46	19446	20515	34799
47	20051	20592	34956
47	17468	21545	33333
47	21480	19740	30701
47	25685	25629	24580
47	11677	11455	20811
48	7598	12542	22761
48	7363	12349	22609
48	7413	12637	22678
48	8297	12302	22212
48	7439	12572	22703
49	15153	13332	23297
49	7539	12828	23245
49	7837	12441	22661
49	7451	12815	23313
49	7524	12847	23045
50	7529	12992	23899
50	9715	13604	24206
50	9401	13019	23384
50	7716	12934	23805
50	7725	13484	24097
51	7670	14211	25300
51	9674	13099	23654
51	7569	12876	23810
51	7824	12751	23403
51	7742	12949	23457
52	7737	14246	25727
52	9718	14281	25862
52	7901	13876	25263
52	7781	13821	25534
52	7939	13619	24551
53	11937	14707	26413
53	11390	14622	26902
53	7968	14709	26778
53	8063	14640	26287
53	10525	14345	26465
54	8295	14699	27160
54	8015	14325	27191
54	7933	15120	27188
54	10126	15397	27763
54	8138	14088	26089
55	8590	15496	28393
55	11977	14818	27376
55	8462	14509	27236
55	8372	14625	27407
55	8200	14624	26488
56	8255	15503	29140
56	8547	15285	28705
56	8255	15693	28733
56	10558	15494	28856
56	8358	16072	28867
57	8295	15982	29912
57	10445	15832	29405
57	8326	15131	28464
57	10014	16007	29810
57	10260	15454	29155
58	8656	15891	39192
58	10479	13698	32268
58	7415	12967	24446
58	7323	13400	25564
58	8885	13088	24693
59	9097	14143	26265
59	7151	15420	25662
59	7316	13658	25977
59	7177	13565	25729
59	10259	13672	25502
60	7192	13229	25913
60	7184	14999	25592
60	7223	14055	26812
60	7226	14869	27534
60	8984	13519	26084
61	7273	14221	27293
61	8926	14824	28185
61	7371	14484	27700
61	8936	13801	26898
61	8797	14547	27670
62	7419	14587	28083
62	9061	15057	28610
62	7549	14398	27704
62	9029	14932	28480
62	7536	13829	27401
63	10741	15045	29014
63	7715	14647	28414
63	9284	15436	29186
63	7613	15138	29220
63	10567	15351	29340
64	7868	15527	29631
64	9744	15447	29564
64	7651	15656	29720
64	9384	14479	28278
64	7579	14265	28765
65	9411	15316	29880
65	7878	16104	31110
65	9694	16139	30809
65	7558	15435	29939
65	10829	15319	30090
66	9440	16111	30988
66	7872	15873	31472
66	9561	15839	30708
66	7856	16256	31498
66	9597	15908	30958
67	7801	16341	31363
67	11133	17084	32661
67	12567	15938	31049
67	7916	16607	32248
67	11218	16802	32096
68	7905	16707	33132
68	9562	17121	32675
68	7941	18243	32949
68	7890	16480	32473
68	9698	16320	32329
69	7973	16745	33143
69	9894	17264	33808
69	9596	16388	32993
69	9553	16725	33311
69	9592	16050	32463
70	8358	16594	33631
70	9734	16969	33580
70	9748	17258	33926
70	8220	16126	32526
70	9919	17263	34119
71	9876	17079	34360
71	8369	18651	35108
71	11659	17600	34269
71	9739	17647	34823
71	8234	18797	34413
72	8439	18718	43575
72	10376	18100	35584
72	19544	19937	36168
72	8517	18672	36820
72	9932	18655	36310
73	10065	17684	35765
73	9929	19070	37271
73	10369	16983	34996
73	9919	19954	38197
73	9945	18831	37169
74	8443	19093	37710
74	10516	18373	37278
74	10193	18400	36894
74	10317	18894	47042
74	7446	16842	34043
75	13827	17222	34336
75	10742	16969	34234
75	9049	18172	35186
75	7489	17165	34362
75	9070	17842	35229
76	9096	18127	35647
76	9095	16957	34458
76	8949	17574	34785
76	8936	17859	34521
76	9087	16421	34039
77	9285	16983	34678
77	9344	17854	35939
77	9318	19106	37673
77	7802	16553	35033
77	9484	17662	35559
78	9375	18407	37409
78	10418	17837	36075
78	9152	18378	37472
78	10049	18759	37100
78	9224	18658	37171
79	9595	18374	37541
79	9592	19133	48950
79	22439	31101	54921
79	24521	30426	54041
79	26777	29842	58213
80	24051	30984	59313
80	23971	32818	58917
80	21649	30247	57651
80	23669	30791	60145
80	24410	31151	59330
81	24416	32224	60409
81	24501	33891	59086
81	27556	32560	61204
81	24760	32196	60172
81	35326	33367	61434
82	24933	34078	64755
82	32411	33075	63945
82	24593	33982	65342
82	24123	33066	62879
82	25328	32875	62685
83	28002	34603	62309
83	25287	32527	62989
83	25812	35347	64223
83	25577	32220	58406
83	25556	35629	65784
84	23961	35649	66171
84	26065	37420	67190
84	27951	35499	66357
84	25906	37657	66047
84	26650	33383	64722
85	26011	37243	65079
85	26494	33857	67914
85	26154	35177	67126
85	30755	35544	65212
85	26191	36322	67222
86	28176	34782	68486
86	26657	34127	60094
86	23591	34404	53431
86	11465	20736	42612
